miete;mieteqm;flaeche;bjahr;bad;kueche;bezv;lage;zh
1013.6;1.747.586;58;1980;0;0;711;2;1
944.7;1.717.636;55;1957.5;0;0;723;1;1
1171.9;1.674.143;70;1972;0;0;711;1;1
704.2;1.235.439;57;1963;0;0;2514;1;1
1036.5;9.422.728;110;1965;1;0;2514;1;1
1248.1;1.223.627;102;1959;0;0;711;1;1
453.1;8.238.182;55;1960;0;0;2514;1;1
1157.3;16. Mrz;71;1918;0;0;924;3;1
418.3;9.295.555;45;1957.5;0;0;963;1;1
986.1;1.133.448;87;1971;0;0;1012;1;1
1109.5;1.459.868;76;1959;0;0;927;1;1
1513.5;9.957.237;152;1918;0;0;913;2;1
610.7;763.375;80;1957.5;0;0;913;2;1
654.4;1.211.852;54;1970;0;0;2113;1;1
664.2;08. Jan;82;1969;1;0;521;2;1
1208.8;15. Nov;80;1918;0;0;232;2;1
1218.6;1.486.098;82;1962;0;0;1132;1;1
928.5;1.067.241;87;1972;1;0;2143;2;1
722.9;990.274;73;1962;0;0;2524;2;1
1578.6;1.814.483;87;1930;0;1;624;1;1
1289.5;1.611.875;80;1962;0;0;624;1;1
883.9;1.077.927;82;1939;0;0;623;1;1
916.5;15.275;60;1966;0;0;2524;2;1
958;1.244.156;77;1929;0;0;913;2;1
696.6;8.599.999;81;1929;0;0;331;1;0
328.8;4.835.294;68;1918;0;0;623;1;0
657.1;1.263.654;52;1956;0;0;723;1;0
761.2;1.171.077;65;1957;0;0;1831;1;1
880.8;1.036.235;85;1972;1;0;1011;1;1
717.9;7.478.125;96;1936;0;0;1335;3;1
1276.8;1.850.435;69;1991;0;1;1313;1;1
482;1.606.667;30;1957.5;0;0;411;2;1
670.2;7.703.448;87;1918;0;0;961;2;0
728.3;1.277.719;57;1962;0;0;734;1;1
1169.8;1.949.667;60;1972;0;0;1953;2;1
546.1;136.525;40;1966;0;0;1957;1;1
793.4;19.835;40;1967;0;0;1957;1;1
699.6;1.841.053;38;1986;0;0;1934;1;1
1071.8;1.374.103;78;1971;0;0;422;1;1
565.2;18.84;30;1956;0;0;963;1;1
787;9.962.026;79;1929;0;0;813;1;1
449.9;5.486.585;82;1918;0;0;942;2;1
1391.1;1.078.372;129;1918;0;0;914;2;1
1361.2;17.015;80;1958;0;0;341;2;1
671.8;1.919.428;35;1953;0;0;2512;1;1
266.5;8.328.125;32;1972;0;0;2424;1;1
805.7;1.299.516;62;1971;0;0;1012;1;1
573.2;1.246.087;46;1959;0;0;814;1;1
594.4;7.925.333;75;1956;0;0;333;2;1
393.9;8.753.333;45;1929;0;0;350;2;0
1256;1.794.286;70;1918;0;0;612;1;1
516.7;1.781.724;29;1957;0;0;713;1;1
1162.1;2.234.808;52;1961;0;0;713;1;1
1401;2.030.435;69;1918;0;0;961;2;1
987.6;1.282.597;77;1960;0;0;963;1;1
915.2;1.525.333;60;1960;0;0;1121;1;1
1659.8;1.952.706;85;1992;0;0;1122;1;1
1197.2;1.575.263;76;1969;0;0;964;3;1
720.7;1.059.853;68;1960;0;0;963;1;1
1261.6;1.911.515;66;1981;0;0;962;1;1
563.2;1.251.556;45;1971;0;0;1012;1;1
1085.7;1.005.278;108;1971;0;0;942;1;1
861.3;1.248.261;69;1971;0;0;1012;1;1
1114.3;134.253;83;1973;0;0;1015;1;1
1361.7;18.156;75;1918;0;0;563;1;1
1060.5;2.256.383;47;1992;0;0;813;2;1
893.2;1.395.625;64;1959;0;0;1822;1;1
1044.7;2.009.038;52;1992;0;0;563;2;1
849.4;1.975.349;43;1972;0;0;1123;1;1
618.7;7.638.272;81;1918;0;0;961;2;0
530.8;1.608.485;33;1983;0;0;1132;1;1
1531.4;1.823.095;84;1988;0;0;941;2;1
280.5;3.950.704;71;1957.5;0;0;531;2;1
803.2;1.574.902;51;1984;0;0;1132;1;1
658.6;1.829.444;36;1968;0;0;1343;1;1
1596.3;133.025;120;1983;1;0;1653;2;1
1021.4;1.891.482;54;1984;0;0;252;1;1
857;8.656.566;99;1957.5;1;0;1624;1;1
1492.5;1.571.053;95;1980;1;0;1832;1;1
1134.9;1.022.432;111;1954;1;0;1722;1;1
889;1.709.615;52;1966;0;0;1714;1;1
1108.5;1.086.765;102;1954;1;0;1722;1;1
1038.9;1.923.889;54;1957.5;0;0;372;2;1
1006.2;1.734.828;58;1936;0;0;2529;2;0
522.8;9.335.714;56;1918;0;0;2526;1;1
519.2;7.987.692;65;1929;0;0;1921;1;1
1237.2;1.671.892;74;1984;0;0;1924;1;1
872.3;1.530.351;57;1986;0;0;152;1;1
852.7;1.065.875;80;1959;0;0;2526;2;1
437.8;841.923;52;1957;0;0;331;1;1
397.3;8.828.889;45;1939;0;0;2528;1;1
1310.2;2.258.965;58;1994;0;0;1342;1;1
999.7;79.976;125;1918;0;0;122;2;0
654.3;8.963.014;73;1918;0;0;232;2;1
815.3;8.492.708;96;1957;0;0;1112;1;1
964.1;1.320.685;73;1965;0;0;1122;1;1
581.7;8.949.231;65;1918;0;0;1121;1;1
1588.4;20. Sep;76;1983;0;1;1611;1;1
1205.1;194.371;62;1983;0;1;563;1;1
1473.5;1.534.896;96;1929;0;0;1811;1;0
817.4;1.089.867;75;1957.5;0;0;1812;1;1
519.5;8.658.334;60;1957.5;0;0;210;2;1
335.7;5.010.448;67;1918;0;0;231;2;0
1338.5;1.784.667;75;1971;0;0;2411;1;1
681.8;13.636;50;1957.5;0;0;1013;1;1
458.1;12.725;36;1971;0;0;1025;1;1
978.1;1.630.167;60;1918;0;0;531;2;1
1184;1.273.118;93;1961;0;0;425;2;1
791.5;8.510.753;93;1955;1;0;1112;1;1
1600.4;1.333.667;120;1929;1;0;1243;2;1
1749.3;1.965.506;89;1954;0;0;1821;1;1
527.5;1.758.333;30;1959;0;0;1822;1;1
269;7.472.222;36;1918;0;0;411;2;1
615.5;1.619.737;38;1960;0;0;1241;1;1
1520.6;2.203.768;69;1991;1;0;2135;2;1
1699.1;2.327.534;73;1972;0;0;925;3;1
354.8;4.223.809;84;1964;0;0;1371;1;1
758.3;1.184.844;64;1972;0;0;1957;1;1
1066.7;1.904.821;56;1956;0;0;913;2;0
833.9;1.389.833;60;1954;0;0;543;2;0
1572.9;1.941.852;81;1918;0;0;531;2;1
927.8;18.556;50;1972;0;0;2146;2;1
867.8;1.470.847;59;1981;0;0;2221;1;1
763.2;25.44;30;1974;0;0;926;2;1
462.4;1.284.444;36;1960;0;0;963;1;1
554.5;2.132.692;26;1972;0;0;1281;1;1
1165.6;1.575.135;74;1929;0;0;422;1;1
776.6;1.021.842;76;1970;0;0;713;1;1
853;1.740.816;49;1918;0;0;612;1;1
746.6;1.333.214;56;1957.5;0;0;333;2;1
1620.2;1.906.118;85;1918;0;1;816;2;1
544.1;7.254.666;75;1957.5;0;0;273;1;1
788.4;1.407.857;56;1918;0;0;814;1;1
1433.7;1.493.437;96;1967;0;0;714;2;1
466.8;4.913.684;95;1918;0;0;816;1;0
507.6;6.507.692;78;1929;0;0;941;2;0
864.7;1.764.694;49;1971;0;0;2021;1;1
519;136.579;38;1958;0;0;928;1;1
674.6;1.984.118;34;1984;0;0;411;2;1
807.6;2.784.827;29;1972;0;0;2011;1;1
392.9;6.659.322;59;1957.5;0;0;624;1;1
1197.7;1.735.797;69;1965;0;0;1944;1;1
1936.1;1.809.439;107;1972;1;1;1944;1;1
443.5;6.823.077;65;1918;1;0;1244;2;1
1349;1.173.043;115;1955;0;0;1262;2;1
744.7;1.654.889;45;1918;0;0;415;2;1
1190.8;1.452.195;82;1984;0;0;964;2;1
1298;1.527.059;85;1985;0;0;1235;2;1
854.5;9.494.445;90;1939;0;0;412;2;1
2282.1;2.074.636;110;1973;0;0;1250;3;1
815.1;1.132.083;72;1970;0;0;1712;1;1
1114.6;1.548.056;72;1972;0;0;1811;1;1
1125.5;1.845.082;61;1937;0;0;563;2;0
1296.6;1.490.345;87;1972;0;0;411;2;1
779.8;9.509.756;82;1957.5;0;0;412;2;1
1146.7;2.123.518;54;1957.5;0;0;411;2;1
1139.9;1.175.155;97;1939;0;0;411;2;1
846.3;14.105;60;1957.5;0;1;426;2;1
928.6;1.573.898;59;1957;0;0;414;2;1
551.9;6.417.442;86;1918;0;0;914;2;1
896.5;16. Mrz;55;1918;0;0;961;2;1
179.6;4.605.128;39;1939;0;0;2222;1;0
991.6;1.549.375;64;1918;0;0;915;1;1
804.6;1.577.647;51;1957;0;0;210;2;1
737.3;9.216.249;80;1930;0;0;916;1;1
916.9;1.018.778;90;1918;0;0;961;2;0
741.8;1.236.333;60;1956;0;0;350;2;1
543.7;1.430.789;38;1929;0;0;1261;2;1
623;9.584.616;65;1929;0;0;261;1;1
578.3;1.652.286;35;1967;0;0;252;1;1
1276.9;9.822.308;130;1929;1;0;242;1;0
1453.6;2.076.571;70;1991;0;1;1723;2;1
668.3;1.215.091;55;1918;0;0;822;1;1
475.5;8.198.276;58;1961;0;0;284;2;1
1112.7;92.725;120;1939;0;0;251;1;1
850;1.666.667;51;1967;0;0;1133;1;1
1361.6;1.745.641;78;1959;1;0;2524;2;1
699.4;1.146.557;61;1957.5;0;0;1133;1;1
688.7;1.229.821;56;1959;0;0;1132;1;1
1550.2;1.631.789;95;1972;1;0;1243;2;1
728.5;9.221.519;79;1924;0;0;1852;3;0
1057.3;1.510.429;70;1957.5;0;0;151;2;1
1880.6;2.576.164;73;1991;1;1;153;2;1
1116.7;1.413.544;79;1957.5;1;0;1531;2;1
1171.9;2.170.185;54;1984;0;0;964;2;1
1062.4;8.853.333;120;1929;0;0;1011;1;1
737;2.233.333;33;1977;0;0;1244;2;1
1586.9;22.67;70;1991;1;0;2133;3;1
1418.3;Okt 91;130;1957.5;0;0;411;2;1
1384;1.628.235;85;1918;1;0;543;2;1
1840.8;2.140.465;86;1991;1;1;542;1;1
1251.3;1.867.612;67;1918;0;0;210;2;1
910.7;1.282.676;71;1939;0;0;360;2;1
802.7;1.003.375;80;1957.5;0;0;1543;2;1
1208.1;2.082.931;58;1991;0;0;1541;2;1
394.4;12.325;32;1929;0;0;210;2;1
989.2;1.766.429;56;1959;0;0;232;2;1
1069.6;1.506.479;71;1983;0;0;1363;1;1
599.9;11.998;50;1959;0;0;231;2;1
998.4;1.426.286;70;1918;0;0;210;2;1
79;1.680.851;47;1918;0;0;521;2;1
1421.2;1.579.111;90;1918;1;0;711;2;1
458.6;11.465;40;1958;0;1;1611;1;1
771.3;1.117.826;69;1918;0;0;542;1;1
879.9;1.142.727;77;1972;0;0;1613;2;1
527.1;6.845.454;77;1918;0;0;522;1;1
528.3;1.704.193;31;1939;0;0;914;2;0
1473.5;1.713.372;86;1918;0;0;961;2;1
1002.9;16.715;60;1918;0;0;242;2;1
587.3;1.012.586;58;1957.5;0;0;1402;1;0
613;1.571.795;39;1957;0;0;623;1;1
647.5;6.225.962;104;1918;0;0;623;1;0
1074.2;1.377.179;78;1918;0;0;622;1;1
1375.3;1.432.604;96;1918;0;0;623;1;1
1013.5;1.235.976;82;1918;0;0;623;1;1
757.3;1.183.281;64;1966;0;0;711;2;1
771.3;1.117.826;69;1973;1;0;711;2;1
477.3;9.943.749;48;1965;0;0;2131;1;1
567.5;Nov 35;50;1924;0;0;2222;1;1
977.7;1.657.119;59;1987;0;0;2213;1;1
896.5;133.806;67;1984;0;0;714;1;1
914;1.026.966;89;1971;0;0;713;1;1
753;9.182.927;82;1960;0;0;612;1;1
804.3;1.462.364;55;1969;0;0;612;1;1
828.5;9.981.928;83;1970;0;0;713;1;1
479.8;8.132.203;59;1939;0;0;734;1;0
1332.9;1.319.703;101;1979;0;0;2024;1;1
785.8;1.428.727;55;1969;0;0;713;1;1
942.6;1.224.156;77;1975;1;0;713;1;1
780.8;15.616;50;1959;0;0;713;1;1
397.9;6.980.701;57;1918;0;0;612;1;1
1056;1.703.226;62;1962;0;0;713;1;1
1454.8;1.634.607;89;1981;0;0;1935;2;1
1717.2;1.973.793;87;1984;1;1;1646;2;1
1178.3;1.963.833;60;1963;0;0;563;2;1
729.5;2.084.286;35;1970;0;0;1713;1;1
262;7.277.778;36;1931;0;0;713;1;0
1239.3;1.906.615;65;1929;0;0;252;1;1
1487.9;1.932.338;77;1918;0;0;813;2;0
881;2.258.974;39;1985;0;0;332;2;1
1308.1;1.576.024;83;1985;0;0;252;1;1
1787.6;1.655.185;108;1918;0;0;261;1;1
419.7;1.353.871;31;1918;0;0;822;1;0
1091.7;10.917;100;1961;0;0;963;1;1
1412.8;17.66;80;1957.5;0;0;350;2;1
857.6;1.261.176;68;1956;0;0;1121;1;1
963.7;1.284.933;75;1957.5;0;0;412;2;1
847.1;1.460.517;58;1953;0;0;425;2;1
699.6;Dez 72;55;1997;0;0;2142;1;1
398.2;9.480.952;42;1939;0;1;2221;1;1
864.2;102.881;84;1973;0;0;1122;1;1
528.7;6.778.205;78;1957.5;0;0;350;2;0
1133.3;1.416.625;80;1957.5;0;0;350;2;1
573.4;9.886.208;58;1957.5;0;0;943;2;1
795.4;1.120.282;71;1959;0;0;951;1;1
1041.9;20.838;50;1969;0;1;2523;1;1
720;1.241.379;58;1918;0;0;822;1;0
1258.9;2.133.729;59;1939;0;0;925;3;1
692.8;1.259.636;55;1918;0;0;2134;1;1
1378.9;1.681.585;82;1959;0;0;927;1;1
672.3;1.292.885;52;1959;0;1;1132;1;1
713.7;11.895;60;1957.5;0;0;941;2;1
545.7;8.801.613;62;1918;0;0;231;2;0
1233.3;143.407;86;1980;0;0;531;2;1
1287.3;18.39;70;1984;0;0;1312;1;1
475.8;881.111;54;1966;0;1;1334;2;0
346.4;6.535.849;53;1957.5;0;0;1281;1;0
1831.6;1.377.143;133;1961;0;0;1372;3;1
1069.6;1.426.133;75;1972;0;0;1942;1;1
478.3;7.358.461;65;1954;0;0;1853;2;1
360.3;7.064.706;51;1918;0;0;916;2;1
528.6;7.143.243;74;1939;0;0;916;1;1
732.3;8.515.116;86;1939;0;0;916;1;1
965.8;9.755.555;99;1962;0;0;951;1;1
868.9;8.689;100;1918;0;0;961;2;0
669.3;2.028.182;33;1972;0;0;2522;1;1
964.9;116.253;83;1957.5;0;0;1644;1;1
463.3;8.909.616;52;1924;0;0;1124;1;1
884.5;8.189.815;108;1955;0;0;1112;1;1
622.9;1.519.268;41;1982;0;0;411;2;1
1002.5;8.717.391;115;1918;0;0;411;2;1
1928.5;194.798;99;1991;1;0;1321;1;1
885.2;1.361.846;65;1918;0;0;242;2;1
1388.4;1.595.862;87;1981;1;0;1361;1;1
1164.8;1.764.849;66;1964;0;0;1342;1;1
654.8;2.182.667;30;1959;0;0;360;2;1
1220.3;2.033.834;60;1987;0;1;1534;2;0
551;1.059.615;52;1918;0;0;1401;1;1
410.7;8.738.298;47;1957.5;0;0;1404;1;1
1159.7;2.070.893;56;1984;1;1;1543;2;1
1330.3;1.662.875;80;1980;1;0;1544;2;1
971.4;1.387.714;70;1965;0;0;1243;2;1
984.8;1.758.571;56;1984;0;0;1132;1;1
2450.2;2.634.624;93;1939;0;0;426;2;1
451;8.351.851;54;1959;0;1;1132;1;1
500.4;7.698.462;65;1957;0;0;1132;1;1
756.1;1.080.143;70;1957.5;0;0;422;1;1
859.3;1.074.125;80;1972;0;0;1011;1;1
1149.3;1.044.818;110;1929;0;0;1011;1;1
1321.9;1.573.691;84;1957.5;1;0;1243;2;1
397.7;8.461.702;47;1938;0;0;411;2;0
629.5;2.622.917;24;1983;0;0;426;2;1
358;6.280.702;57;1956;0;0;1242;2;1
286.4;842.353;34;1924;0;0;1236;1;1
763.3;Aug 98;85;1963;0;0;411;2;1
735.8;1.149.687;64;1957.5;0;0;2527;2;1
935.3;1.100.353;85;1967;0;0;2524;1;1
767.4;9.713.924;79;1956;0;0;2524;1;1
520.4;1.107.234;47;1972;0;0;1932;1;1
1243.1;1.281.546;97;1971;0;0;1012;1;1
1136.7;1.863.443;61;1970;0;0;1013;1;1
1159.1;1.931.833;60;1939;0;0;261;1;1
902.9;18.058;50;1967;0;0;2523;2;1
866.6;9.318.279;93;1953;0;0;1921;1;1
1669.3;2.086.625;80;1939;0;0;1244;2;0
867.8;9.974.712;87;1972;0;0;1321;1;1
1090;1.038.095;105;1929;0;0;541;1;1
548.7;1.016.111;54;1929;0;0;390;2;1
1672.8;1.858.667;90;1996;0;0;552;1;1
714.8;1.588.444;45;1929;0;0;563;1;1
542.3;9.683.928;56;1932;0;0;1812;1;1
529;1.175.556;45;1939;0;0;1841;1;1
904.2;13. Jul;66;1954;0;0;1821;1;1
904.9;1.740.192;52;1918;0;0;1811;1;1
804.2;1.165.507;69;1918;0;0;1711;1;0
1993.7;3.215.645;62;1984;1;0;1852;2;1
825.8;1.179.714;70;1918;0;0;360;2;1
744.8;1.379.259;54;1957.5;0;0;360;2;0
1027.5;1.834.822;56;1929;0;0;360;2;1
1865.9;18.659;100;1929;0;0;414;2;1
551;Jul 25;76;1963;0;0;1134;1;1
977;1.915.686;51;1972;0;0;422;1;1
625.1;1.838.529;34;1952;0;0;1236;1;1
965.9;19.318;50;1962;0;0;411;2;1
1179.3;1.933.279;61;1957.5;0;0;413;2;1
1472.2;1.672.955;88;1983;0;0;2024;1;1
706.1;1.238.772;57;1924;0;0;1924;1;1
514.3;Jun 95;74;1918;0;0;1812;1;1
1368.7;1.520.778;90;1924;0;0;1832;2;1
1253.3;1.139.364;110;1962;0;0;413;2;1
824;16.48;50;1986;0;0;1545;2;1
958.7;1.213.544;79;1955;0;0;2525;2;1
1591.2;18.72;85;1930;0;0;926;2;1
526.4;8.355.556;63;1929;0;0;942;2;1
682.9;8.034.118;85;1918;0;0;242;1;0
1763.9;2.027.471;87;1924;0;0;925;3;1
577.2;14.43;40;1973;0;0;2222;1;1
696;29;24;1971;0;0;961;1;1
793.8;1.184.776;67;1957.5;0;0;233;2;1
455.3;6.323.611;72;1968;0;0;2222;1;1
838.1;1.197.286;70;1918;0;0;210;2;0
532.3;665.375;80;1957.5;0;0;962;1;0
2407.7;1.824.015;132;1939;0;1;961;2;1
552.2;6.002.174;92;1918;0;0;914;1;1
834.6;8.182.353;102;1930;0;0;916;1;1
649.1;1.442.444;45;1929;1;0;915;1;1
676.4;7.865.117;86;1929;0;0;961;2;1
656.9;26.276;25;1965;0;0;961;1;1
907.1;1.242.603;73;1962;0;0;2131;2;1
740.9;1.122.576;66;1959;1;0;1132;1;1
1131.9;1.825.645;62;1963;0;0;1132;1;1
633;2.182.759;29;1961;0;0;1132;1;1
364.3;527.971;69;1939;0;0;425;2;1
487.7;7.866.129;62;1929;0;0;1132;1;0
1217.1;130.871;93;1955;0;0;422;1;1
1130.5;1.527.703;74;1938;0;0;1241;2;1
1076.3;2.030.755;53;1996;0;1;624;1;1
748.4;2.201.176;34;1991;0;0;611;1;1
428.3;7.138.333;60;1956;0;0;711;1;0
628.7;6.103.884;103;1929;0;0;816;1;0
993.7;1.656.167;60;1962;0;0;723;1;1
1168.1;2.085.893;56;1918;0;0;332;1;1
474.4;1.694.286;28;1918;0;0;813;2;1
1004.4;Nov 16;90;1918;0;0;233;2;1
478.5;15.95;30;1957.5;0;0;251;1;1
850.9;935.055;91;1918;0;0;612;1;0
646.7;808.375;80;1971;0;0;1012;1;1
526.5;7.212.329;73;1954;0;0;425;2;1
1033.1;1.087.474;95;1971;0;0;1012;1;1
1031.4;1.185.517;87;1971;0;0;1012;1;1
500.9;8.348.333;60;1965;0;0;1957;1;1
421.2;07. Feb;60;1918;0;0;943;2;0
309.2;5.946.154;52;1986;0;0;941;2;1
491.8;7.932.258;62;1918;0;0;814;1;0
743.6;9.914.666;75;1918;0;0;563;2;0
367.3;966.579;38;1918;0;0;1711;1;0
584.4;9.740.001;60;1957.5;0;0;552;1;0
1112.9;1.222.967;91;1970;0;0;1723;1;1
594.6;1.143.462;52;1968;0;0;1641;1;1
1267.2;1.836.522;69;1972;0;0;963;1;1
512;1.505.882;34;1960;0;0;1363;1;1
1624.6;2.195.405;74;1924;0;0;711;2;1
775.1;1.061.781;73;1967;0;0;2524;1;1
543.5;1.045.192;52;1918;0;0;543;2;0
1043.6;1.605.538;65;1918;0;0;543;1;1
1646.4;1.809.231;91;1918;0;0;531;2;1
1157.8;172.806;67;1958;0;0;543;2;1
537.6;6.637.037;81;1918;0;0;541;2;0
804.8;2.775.172;29;1957.5;0;0;210;2;1
614.8;1.617.895;38;1965;0;0;1123;1;1
999.2;2.125.957;47;1994.5;0;0;1516;1;1
1282;1.664.935;77;1981;1;0;1532;2;1
503.4;8.989.285;56;1918;0;0;1634;2;0
1055.7;20. Jul;51;1982;0;0;1646;1;1
1121.4;1.649.118;68;1983;0;0;1643;1;1
784.2;9.448.193;83;1960;0;0;1812;1;1
976.9;1.268.701;77;1964;0;0;1833;1;1
2402.8;1.937.742;124;1997;0;0;231;2;1
662.8;9.468.572;70;1918;0;0;914;2;0
876.9;9.134.376;96;1941;0;0;1375;1;1
646.4;1.747.027;37;1957.5;0;0;1025;1;1
1258.8;1.748.333;72;1970;0;0;2315;2;1
1322.3;105.784;125;1991;0;0;930;2;1
740.7;8.924.096;83;1929;0;0;1011;1;1
1407.8;9.984.398;141;1929;0;0;1011;1;1
1075;1.628.788;66;1972;0;0;963;1;1
1712.7;1.841.613;93;1972;1;0;711;1;1
435.8;1.502.759;29;1969;0;0;563;2;1
1088;17;64;1929;0;0;1812;1;1
879.5;1.099.375;80;1962;0;0;963;1;1
764.5;1.777.907;43;1957.5;0;0;2027;1;1
1404.9;1.325.377;106;1972;1;0;733;2;1
1160.5;1.349.419;86;1968;0;0;1942;1;1
649.6;889.863;73;1968;0;0;1921;1;1
745.2;16.56;45;1992;0;0;734;1;1
776.8;9.247.619;84;1939;0;0;734;1;1
935.1;1.062.614;88;1968;0;0;1942;1;1
690.9;1.771.539;39;1974;0;0;1922;1;1
553.5;138.375;40;1957.5;0;0;1922;1;1
684.1;171.025;40;1968;0;0;1942;1;1
921.6;9.501.031;97;1972;0;0;723;1;1
1414;1.625.287;87;1963;0;1;1931;2;1
751.7;1.156.462;65;1965;0;0;1933;2;1
897.6;1.380.923;65;1963;0;0;1342;1;1
1132.5;1.826.613;62;1957.5;0;0;1404;1;1
1147.6;1.663.188;69;1918;0;0;1335;3;1
663.7;1.843.611;36;1969;0;0;1402;1;1
748.9;1.227.705;61;1960;0;0;1363;1;1
741.1;1.950.263;38;1994.5;0;0;1342;1;1
775.6;1.762.727;44;1991;0;0;712;1;1
985.2;1.589.032;62;1985;0;0;2134;1;1
659.2;Aug 24;80;1974;0;0;2033;1;1
712.2;9.371.053;76;1918;0;0;612;1;0
994.4;1.343.784;74;1957.5;0;0;350;2;0
788.4;8.387.235;94;1918;0;0;1261;2;0
921.5;1.316.429;70;1957.5;0;0;415;2;1
501;1.354.054;37;1957.5;0;0;1243;2;1
304.2;3.755.556;81;1972;0;0;413;2;0
645.5;1.744.595;37;1972;0;0;426;2;1
1000.3;1.538.923;65;1956;0;0;350;2;1
1088.4;1.170.323;93;1918;0;0;414;2;1
572.3;1.907.667;30;1971;0;0;426;2;1
1548.6;2.277.353;68;1957.5;0;1;563;2;1
510.2;8.098.413;63;1918;0;0;563;2;0
810.6;2.133.158;38;1929;0;0;563;1;1
1002.1;1.495.672;67;1972;1;0;422;1;1
713.3;1.150.484;62;1957.5;0;0;350;2;1
727.7;9.329.488;78;1957.5;0;0;422;1;1
1005.3;9.666.346;104;1957.5;0;0;413;2;1
998.8;1.692.881;59;1986;0;0;1014;1;1
1189.7;1.177.921;101;1971;0;0;1012;1;1
1108.8;1.705.846;65;1972;0;1;2513;1;1
949.8;9.311.765;102;1924;0;0;1011;1;1
365.3;8.495.349;43;1957.5;0;0;964;2;1
581.4;Dez 92;45;1974;0;0;1955;3;1
626;1.277.551;49;1965;0;0;1934;1;1
506.4;9.042.857;56;1982;0;0;1121;1;1
888.1;8.223.148;108;1955;1;0;1111;1;1
597.2;14.93;40;1935;0;0;1132;1;1
432.7;6.363.235;68;1957;0;0;1241;1;1
1418;1.376.699;103;1982;1;1;422;1;1
769.8;1.054.521;73;1954;0;0;2526;2;0
655;8.733.334;75;1957.5;0;0;2123;2;1
1148;1.688.235;68;1957.5;0;0;2012;2;1
1340;1.970.588;68;1995;0;0;711;2;1
451.1;7.518.333;60;1957.5;0;1;711;1;1
586.3;1.221.458;48;1965;0;0;1957;1;1
925;1.778.846;52;1972;0;0;1957;1;1
1844.4;1.882.041;98;1973;0;0;1955;3;1
602.7;128.234;47;1972;0;0;1957;1;1
624.5;8.217.105;76;1929;0;0;624;1;1
612.7;1.250.408;49;1972;0;0;1934;1;1
996.9;1.846.111;54;1969;0;0;1112;1;1
1046.4;17.44;60;1972;0;0;1235;2;1
1166.5;1.715.441;68;1991;1;0;390;2;1
737.2;2.378.065;31;1972;0;0;422;1;1
447;9.510.638;47;1924;0;0;1242;2;1
1319.3;1.628.765;81;1969;0;0;1333;2;1
1086.3;15.975;68;1939;0;0;964;3;1
1003.2;218.087;46;1969;0;0;422;1;1
871.6;1.117.436;78;1957.5;0;0;350;2;0
892.1;1.025.402;87;1963;0;0;1123;1;1
816.9;763.458;107;1929;0;0;1243;2;1
1020.2;1.307.949;78;1961;0;0;1132;1;1
1233;1.450.588;85;1965;0;0;1241;2;1
673.2;8.857.895;76;1987;0;0;952;1;1
551;1.777.419;31;1983;0;0;2221;1;1
1485.3;1.650.333;90;1957.5;0;0;913;2;1
649.1;1.180.182;55;1970;0;0;624;1;1
818;7.574.074;108;1939;0;0;231;2;1
1243.7;1.381.889;90;1918;0;0;543;1;1
712.5;1.228.448;58;1918;0;0;532;1;0
757.1;1.081.571;70;1929;0;0;232;2;0
502.6;1.288.718;39;1970;0;0;724;1;1
1201.8;1.907.619;63;1992;0;1;622;1;1
522.9;1.089.375;48;1918;0;0;521;1;1
653.4;9.334.286;70;1918;0;1;232;2;1
1057.2;1.733.115;61;1918;0;0;543;2;1
2845.5;1.847.727;154;1994;0;1;1342;1;1
650.2;551.017;118;1918;0;0;1375;1;1
742.5;1.003.378;74;1918;0;0;531;2;1
668.5;1.215.455;55;1934;0;0;1615;2;1
698.9;1.270.727;55;1962;0;0;1404;1;1
1242.6;1.534.074;81;1969;0;0;1641;1;1
1480.2;1.897.692;78;1929;0;0;261;1;1
1542.3;1.676.413;92;1918;0;0;813;2;1
874.2;1.053.253;83;1972;0;0;2134;1;1
528.7;6.692.405;79;1929;0;0;2513;1;0
796.8;9.485.714;84;1962;0;0;2524;2;1
774.4;7.744;100;1918;0;0;531;2;1
847.1;1.114.605;76;1954;0;0;113;2;1
543.7;1.208.222;45;1918;0;0;383;2;0
2304.1;2.194.381;105;1918;1;0;153;2;1
896.3;1.723.654;52;1918;0;1;163;1;1
999.5;2.630.263;38;1989;0;0;113;2;1
1021.9;1.703.167;60;1981;0;0;163;2;1
1149;9.991.304;115;1918;0;0;153;2;1
1379.5;1.210.088;114;1918;0;0;163;1;1
945.6;2.101.333;45;1983;0;0;531;2;1
680.1;860.886;79;1957;0;0;422;1;1
385.7;8.571.112;45;1958;0;0;1132;1;1
326.1;4.348;75;1978;0;0;1132;1;1
1034.4;1.309.367;79;1962;0;0;1133;1;1
613.2;8.516.666;72;1972;0;0;1123;1;1
367.4;1.312.143;28;1957.5;0;0;1712;1;1
1058.4;1.275.181;83;1937;0;0;1854;2;1
899;1.070.238;84;1939;1;0;1714;1;1
908.5;2.595.714;35;1986;0;0;1636;1;1
840.7;1.751.458;48;1960;0;0;1713;1;1
1193.9;1.283.764;93;1941;0;0;734;1;1
1191.1;1.985.167;60;1972;0;0;2024;1;1
555.8;8.684.375;64;1965;0;0;1944;1;1
605.5;1.121.296;54;1975;0;0;2024;1;1
1105.2;1.905.517;58;1972;0;0;2421;1;1
619.1;9.826.983;63;1939;0;0;1375;1;1
